project name,issue,fix-commit,tests
commons-lang,LANG-776,c71d0f03dab384f98ef2c0ba0050822fba22a063,[]
commons-lang,LANG-783,bec837759654833087d286e44ea51134d67537eb,[]
commons-lang,LANG-786,dfa6882a3b9ae6d17c386312ad5e5902d852fb4e,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-788,e9429c05e1a4797383fb405928088d2f8563ff97,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java']
commons-lang,LANG-794,9c7b0fb8e681b901e5fc40c699e4730855f2c14d,[]
commons-lang,LANG-796,bdb1a684a7b3876d6812d4e281c852face5a5229,[]
commons-lang,LANG-799,ebdef1b95710b44324d40fa1e67a1bc1b370ee81,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java']
commons-lang,LANG-800,575965b1ba7aa595844706c02bb81229a69462c0,[]
commons-lang,LANG-802,4c2e69797f8262cc0546131352c1c5ef6dfdc985,[]
commons-lang,LANG-805,27bcbcc728434ffb2c45e81c0e75e6a3d6da3441,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java']
commons-lang,LANG-807,4a65cb8da23d6667ac6f91775309b4da9b315d95,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java']
commons-lang,LANG-810,32b71d09133c2b5e3fea1f6d1effab8bb3776d04,[]
commons-lang,LANG-813,4ae84a33c0b031b835a60a804ab69be2ca060fb9,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-814,c63041d06c284ecd92a90f4e192df37d94a1d228,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/reflect/ConstructorUtilsTest.java']
commons-lang,LANG-814,49b63810c04ebf57aef8afe04420f3cba3891563,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java']
commons-lang,LANG-817,e2c6ef476dc69bf0d6306c1f1006bdcc97c0c296,[]
commons-lang,LANG-818,04babff3798680e012646988841bcc710a9e3c54,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java']
commons-lang,LANG-819,7a62fabdfc3389b822a03711978c8391259042a7,[]
commons-lang,LANG-822,350cf8c2da08ccde6b4d71b19bb3df97256ea368,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-826,62d5c0eecbb3af921c857b9ef3ed0a9e95fb4dee,[]
commons-lang,LANG-828,d7af9435485453053a61f9baaca616602d8a4fd8,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-828,e582456625cc8a7056cc9354d2a75913f4ceb393,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-828,34beef1d085c4571b8b8924951043276e1cc29f9,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-831,ad72b9f2bf37bd61af18bde67c1622d90a5d8766,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-832,65a6458eaa2e1f88278e4bb5753a68bd825e3a80,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-836,8b494b784dca4de7d79c58e0f00dd4756c04cf89,[]
commons-lang,LANG-836,22c37d530734969c473fcc26278d6cb92bd622d0,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/StrSubstitutorTest.java']
commons-lang,LANG-838,2be663db75e15f760ab03cf43ac97dd965414070,[]
commons-lang,LANG-844,22d050b781ad859528398ba7e8ce00d7d2335555,[]
commons-lang,LANG-849,310edf6439712e5ec04bbd11ebf1f890cb44c0c5,[]
commons-lang,LANG-857,52bcd9b8e82d4d1d287b0d75df1e161aff8c65ab,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-858,0c9622b749f3d49798059c74ad66a51f3c782b5a,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-865,4d46f014fb8ee44386feb5fec52509f35d0e36ea,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java']
commons-lang,LANG-872,f13d18cff3f0932e727dda04bf80008fc2fbbc70,[]
commons-lang,LANG-879,dcde57852a97a9ac8021d2440b3de5be4870ecf6,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java']
commons-lang,LANG-881,b3db6ed9efd0b8ed8a940f2735abb156030d10f9,[]
commons-lang,LANG-882,0cdc976684efcf478397b68c1d54cefc87bb92c9,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/translate/LookupTranslatorTest.java']
commons-lang,LANG-882,cd91a4f2cd0ced1178e8fd1f49229196eb88094c,[]
commons-lang,LANG-887,03b4f61f142fad60772c19be96253c45b4ad27ab,[]
commons-lang,LANG-896,ef9623ef8ecc198849661eb5cd052938977f1d80,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/BooleanUtilsTest.java']
commons-lang,LANG-901,9bc992b133f7169288f1fa6b53a04f74c1549947,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsStartsEndsWithTest.java']
commons-lang,LANG-902,cb3d478b789fbb14e387422e1aed4b7be4304fbd,[]
commons-lang,LANG-905,70b3504b9fe03f267ce0f97c6ff21de5f5fbd2f3,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java']
commons-lang,LANG-915,8ea0c0284810bd6ec00f608be31abd20dbd4b72b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java']
commons-lang,LANG-916,775203dd2cfce017910d04c58a0b1b4e0a64923c,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTimeZonesTest.java']"
commons-lang,LANG-917,be370cd0ef134bb44fde733e4ee91661a012dae5,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatTest.java']
commons-lang,LANG-920,a9ae686ec85e4fc326f56a23de8cd0481f7d9c89,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java']
commons-lang,LANG-921,aadbea734d78e8d535d3a5837643336ca1384bd2,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/BooleanUtilsTest.java']
commons-lang,LANG-928,6ea7f2f7afcd6d60d62a5cd1392feda3471fc666,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java']
commons-lang,LANG-934,c288d296018a48eb88526b05b62419170cc63a6b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java']
commons-lang,LANG-936,8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-948,bf6ee5c56eb32bb572c240d765d542c048ec9565,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatTest.java']
commons-lang,LANG-950,03645a1ec13a33d15d10270be759ddeaf9a5f7b5,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']
commons-lang,LANG-951,0942ef04f1fa911d382b79a92dca1dd4b3eb88e6,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateUtilsFragmentTest.java']
commons-lang,LANG-954,8630180fffa0e8daf0369f55e9b267307c00e583,[]
commons-lang,LANG-961,0c7b32a2115b0869d540ba52d90df7dd67800048,[]
commons-lang,LANG-961,2eecc96a53bb3b9da49bae03a18388d0f23853e7,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java']
commons-lang,LANG-969,5feaa5fe2c79f1f2e81bdf4730f5cab831024dae,[]
commons-lang,LANG-969,84f392eaa42888e81d3efc598035fe1f91d58d67,[]
commons-lang,LANG-971,9397608dd35a335d5e14813c0923f9419782980a,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-972,5a509030a946646780e963b9f492a4eaff734116,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-977,ab1424015085472b2d3865668e370aec8a102331,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java']
commons-lang,LANG-978,77f5fe29e317c634bced62e54f6ead8a1c85c238,[]
commons-lang,LANG-981,aadd8e172eb22fb593fbaa454075677656fad111,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java']
commons-lang,LANG-983,1a97c7efe11f290d8f127e5320525d0d72422b56,[]
commons-lang,LANG-984,cf4138d7bc1a892295ccd58ea8b42f7c8737239a,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java']
commons-lang,LANG-987,80bd3fdb42a5d816ded9d9111c7dac3ce57c3101,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateUtilsFragmentTest.java']
commons-lang,LANG-992,cf03e6173b70ad64337704402bea51600cddd1ba,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-995,fbb0f7f88c84001e0a92dae6a71b7e43bda65a56,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java']
commons-lang,LANG-1000,22b6781a0b96418198dc9146e5191e51d381102f,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java']"
commons-lang,LANG-1001,b4b51a8fc9eed7274a045b2f3192d77782b0e4fa,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java']
commons-lang,LANG-1002,6d3796e64bdd5f3f4857bfca6982e6ecf98a2b33,[]
commons-lang,LANG-1002,958029bdd45c3e341eb146031ed38b4487d7b0b7,[]
commons-lang,LANG-1003,4b74c385628ed1766209a79705a2d5986c23d02c,[]
commons-lang,LANG-1003,64ef8a80224443c81dfb198cbc567e1b2b9356a2,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java']
commons-lang,LANG-1004,fd54d42f78ae17a96fc005d2fcd080807343aad7,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/StopWatchTest.java']"
commons-lang,LANG-1018,8d6bc0ca625f3a1a98b486541fa613b2fac4b41c,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1035,2154d5fbf8cc02cc4d51b63d6a532af06cccd0fc,[]
commons-lang,LANG-1039,bc91bedd45c5f51175f8686332ed4c72fbe98652,[]
commons-lang,LANG-1055,63f1d6b83bc10a2880f5ec17a172fab284d2eff5,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/StrLookupTest.java']
commons-lang,LANG-1060,c8e61afdb89c58ea8ffaf04593da41ff0888d30e,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1061,2367948a0f7bbcf42cb3ef9d97216319a526d3eb,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserSDFTest.java']
commons-lang,LANG-1064,2afdf4d05e38f63b56b0414cf524916681ab58aa,[]
commons-lang,LANG-1069,71f6746f81bb9650f6f228ea204d85ba2c5b7392,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/CharSetTest.java']
commons-lang,LANG-1071,c5332828bde1cc98dfa7a00f65a05bec51ede088,[]
commons-lang,LANG-1072,0162032aa4ea1084e4bccbce6fbfc48ae4b0cc48,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1073,4a2cc4f5da0fbf9552d2b35aa457de64c47626b9,[]
commons-lang,LANG-1077,7fd021d82ff431fb31f42bc6c5c44a3b979cb426,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1077,d75fe46b8f1b0d5c27887052ee4714d6a9c7ea4b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1077,e5a3039f7a1e727fca40db7357a9191b6a7cf41d,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1081,ffc38b1f3b35ddfadb942240b9d2f933ec83d1be,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java']
commons-lang,LANG-1083,6eac3468d4569e64f18757225aa8f7fd6f2a5241,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/exception/AbstractExceptionContextTest.java']
commons-lang,LANG-1087,45a6467088a08e447d7f2983551021b91c70ab49,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1089,7c8443f66c1a1852d31a4f3b9f096e5eecef5eb5,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserSDFTest.java']
commons-lang,LANG-1090,ce7f4ed073b5a7b326871bd2339e355dbe9468fa,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserSDFTest.java']
commons-lang,LANG-1092,8aa1b44ada759e7948f87f55bb29ab87b5eb5469,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java']
commons-lang,LANG-1112,df37e605fe4b027406bd9dd85b320526ab12a122,[]
commons-lang,LANG-1114,640953167adf3580a2c21077d78e7e7ce84ead03,[]
commons-lang,LANG-1116,bea1ae92aa52a985f8c171c6e17ff7fc4aa61fe4,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java']
commons-lang,LANG-1118,1b9d938d66a172b200fd90d4a61707852bdb4b8f,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-1120,a0b798c27a0312df2a110073bd7888993e56d05c,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTrimEmptyTest.java']
commons-lang,LANG-1122,13d7ce9fb65e8f05014daf4ee6cebc76f4781e6c,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java']
commons-lang,LANG-1123,775203dd2cfce017910d04c58a0b1b4e0a64923c,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTimeZonesTest.java']"
commons-lang,LANG-1128,4a882e76d9c9940ac561e8f17ede77c85e3dbeda,[]
commons-lang,LANG-1131,fc73151cfca36ea2641f340700dbe339b9e1f103,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java']
commons-lang,LANG-1132,dee94449e6abb1b999213a0e8efbe937bcff693b,[]
commons-lang,LANG-1132,39380da86acc717f419da48f070f8cf7d9f9ec94,[]
commons-lang,LANG-1133,71d7c3264239c55b6e2daf89c44c5685085f26dd,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParser_TimeZoneStrategyTest.java']
commons-lang,LANG-1141,54e63005446a2b0a4255ba16838122c5808ef886,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/text/StrLookupTest.java']
commons-lang,LANG-1142,421db380d060e9f037a8ecbc446c414efaa6923f,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-1144,eafeca43268f16aa9d4a179e44b9e7747699c1eb,[]
commons-lang,LANG-1144,dc53e49b4afa5d59c533cf2b4918402c37411fbd,[]
commons-lang,LANG-1144,e4c72a5522aabfa6a660088aa9262d849756e464,[]
commons-lang,LANG-1147,06b7cd3a31c4565ceb0a127273ef800a3d084caf,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/EnumUtilsTest.java']
commons-lang,LANG-1152,52b46e74dd29eb3eb65a593a872fd57694bc154c,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateFormatTest.java']
commons-lang,LANG-1162,6849dfc8a660bf8c95354520a2fa1283c9b3aa43,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1163,e8a2c29721d145c52c970049e5469cfb0dcefd87,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java']
commons-lang,LANG-1178,5eae0a646469672d1cc5385bd7bd6aedc4aed19b,[]
commons-lang,LANG-1182,1260e09d6f2314c7099d061f1c65e6b4275cb8a1,[]
commons-lang,LANG-1186,c14890f08b9bb47ab8ad27f4dd4c714e32961d0d,[]
commons-lang,LANG-1186,c8cc65165143ead3df00f05c9eedaf23ad095bf9,[]
commons-lang,LANG-1188,d6644e4fbe3d125eed2d85e58fc7133466042f10,[]
commons-lang,LANG-1190,13cd4e0ac3ab76a4dc091eda457f9a111727cba2,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java']
commons-lang,LANG-1191,3af7d0dace7bee3f42b88abcaca853765cee3557,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1192,afc942c7b2bc0317cb549a3fd05080646e7274fc,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/WeekYearTest.java']
commons-lang,LANG-1192,1002c9e243883654f9c1e6beae643fb4e72fc172,[]
commons-lang,LANG-1192,2fa0b168d62a07365b2787d0ed97fa1c2cfb673b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/WeekYearTest.java']
commons-lang,LANG-1192,2ebf9a21d2dc99ab2f434111cac9dcd6da99d574,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java']"
commons-lang,LANG-1193,d75fe46b8f1b0d5c27887052ee4714d6a9c7ea4b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1199,c35a04102274b330aa833030c15f722b00062812,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-1200,4d4e0b0481ddc14c201d1e732967cf7b55c4bceb,[]
commons-lang,LANG-1202,c99a787752770b8952297e24e07bd404cb2f4f74,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java']
commons-lang,LANG-1205,b877fb9abef4a19eec9cc7329acbd433648b8f7b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1214,fbb5d31a581c24e925c442a7754358d2b62a669d,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/ClassUtilsTest.java']
commons-lang,LANG-1219,3c92830ec51fb6b6e9a7ca2fb8fda324cd33e48a,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/time/FastDateParser_TimeZoneStrategyTest.java']
commons-lang,LANG-1226,7e85d1cf54b1e467607a0019b56f91577ebe2e4f,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-1228,864721d54b8b372808b098e13120abe5c22fb9b1,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java']
commons-lang,LANG-1229,18b1bc203bdb236bfd9084193aa2d55d4b605139,[]
commons-lang,LANG-1229,9bd439b4e0aa69050ef1baa537e552fa4620e5d4,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java']
commons-lang,LANG-1230,b2c1afce7eb13ea44fc7d25562cc3bb83cc91b2f,[]
commons-lang,LANG-1232,1e4a4906776f7300a9639a7599fccc545791583d,[]
commons-lang,LANG-1232,b212aa3c6fb91c34a0faccdf783a0a085d40be94,[]
commons-lang,LANG-1241,7fd021d82ff431fb31f42bc6c5c44a3b979cb426,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsEqualsIndexOfTest.java']
commons-lang,LANG-1242,8ef8e2a7a5326eef6180951207f65d3c29bce419,[]
commons-lang,LANG-1245,10ebb32ce1806821518f52074f0d171fab20b3ea,[]
commons-lang,LANG-1248,bd9adbb637a8a4aa5eb61c6fde2c576d0ab3c4fa,[]
commons-lang,LANG-1251,aa31bc6c313789c344d715b7c1aeea0cd8de47e2,[]
commons-lang,LANG-1252,dad86bc0a29689fd29bf03b382a39621718e8b05,[]
commons-lang,LANG-1252,e64b51c70fa9f5e2795e91e6729ebd895f7f3c01,[]
commons-lang,LANG-1252,b3c31a379e9ad7cd22cb7f0669b82361ced84992,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1252,71d9e00d42b278ce9d216b33bf1a9c8606fbcb49,[]
commons-lang,LANG-1252,a2d41db55aa46bd4fedb215c978f03e282cf1ffb,[]
commons-lang,LANG-1252,0a0a35f54f5e7ab2d10022d3ee244cbc876bdde2,[]
commons-lang,LANG-1252,c503d742f094dc2048b72c3f78f5e2e6070a44e1,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java']
commons-lang,LANG-1261,42f2058c83f256d8654b349d5249d6f59920f88b,[]
commons-lang,LANG-1261,1f56bd103d53c8c6ba7502c6586c26be01bfdb80,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java']
commons-lang,LANG-1262,c7c85ee39892df3ca007c6596c41654865be7e43,[]
commons-lang,LANG-1269,811dbe7226ba0ede04c2062c2dba8f72a1c03e58,[]
commons-lang,LANG-1269,f4ee399e31eb61741f5f2167d6af8f49c0e991b6,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
commons-lang,LANG-1269,a40b2a907a69e51675d7d0502b2608833c4da343,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-lang\\src/test/java/org/apache/commons/lang3/StringUtilsTest.java']
